OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,SHAPE_Length,SHAPE_Area
84,South Monroe Culinary Water Co.,C,1039,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1002,Utah,Sevier,Sevier River,5/4/2002,Richfield,1932,1932,619,0,0,1313,0,51.9,51.9,16.6,0,0,35.3,0,0,0,0,0,10378.74461,2947700.398
85,Cove SSD,C,1062,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1190,Utah,Sevier,Sevier River,5/4/2002,Richfield,1075,952,611,0,0,341,123,124,109.8,70.5,0,0,39.3,14.2,129.1,129.1,0,0,12462.10743,4215172.315
86,Monroe City,C,1034,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1317,Utah,Sevier,Sevier River,5/4/2002,Richfield,1378,124,104,9,9,2,1254,3510.9,315,265,22.1,23.2,4.7,3195.9,1289.6,724.5,565.1,0,26664.98641,8601175.235
87,Joseph Town,C,1032,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1234,Utah,Sevier,Sevier River,5/4/2002,Richfield,245,245,223,12,10,0,0,131.7,131.7,119.8,6.7,5.3,0,0,408,311.2,96.9,0,17168.81826,5562857.885
88,Day Star Adventist Academy,C,481,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11388,Utah,Grand,Southeast Colorado River,9/1/2003,Colorado River/Castle Valley,76,76,76,0,0,0,0,3.9,3.9,3.9,0,0,0,0,24.2,24.2,0,0,3605.430525,221299.0828
89,Austin SSD,C,1026,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1225,Utah,Sevier,Sevier River,5/4/2002,Richfield,188,188,165,14,0,9,0,25.3,25.3,22.2,1.9,0,1.2,0,116.4,43.7,72.6,0,15039.20292,721448.8609
90,Elsinore Town Water System,C,1030,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1089,Utah,Sevier,Sevier River,5/4/2002,Richfield,262,237,206,4,22,5,26,323.3,291.9,253.4,5.2,27.7,5.6,31.4,683.2,553.5,129.7,0,13680.11314,4187284.43
91,Central Valley Town,C,1029,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1290,Utah,Sevier,Sevier River,5/4/2002,Richfield,349,334,302,0,18,15,15,209.4,200.4,180.8,0,10.8,8.9,9,294.9,157.7,137.2,0,18292.218,6993313.854
92,Annabella Town Water System,C,1024,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1063,Utah,Sevier,Sevier River,5/4/2002,Richfield,121,121,110,0,0,11,0,115,115,104.5,0,0.1,10.5,0,782.2,428.7,353.5,0,13350.0682,2101483.416
93,Glenwood Town Water System,C,1031,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1183,Utah,Sevier,Sevier River,5/4/2002,Richfield,362,100,88,0,12,0,262,178.6,49.4,43.3,0,6,0,129.3,181.1,0,181.1,0,4784.652194,1345838.575
94,Richfield City,C,1036,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1130,Utah,Sevier,Sevier River,5/4/2002,Richfield,374,250,168,45,36,0,125,3331.3,2222.1,1496.2,401.6,324.4,0,1109.3,2607.3,1158.4,1448.9,0,30925.13949,16290658.23
95,Kanosh Town Water System,C,661,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1154,Utah,Millard,Sevier River,5/7/2000,Fillmore,1396,328,315,11,2,1,1067,778.5,183.1,175.7,6,0.9,0.5,595.5,564.9,0,564.9,0,8983.325919,2084929.461
96,Sigurd Town Water System,C,1038,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1056,Utah,Sevier,Sevier River,5/3/2000,Sevier Bridge,201,201,145,1,27,29,0,97,97,69.7,0.4,13,14,0,464.9,201.8,263.1,0,22158.90303,3110142.728
97,Meadow Town Water System,C,664,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1094,Utah,Millard,Sevier River,5/7/2000,Fillmore,413,413,379,25,9,0,0,157.2,157.2,144.3,9.4,3.4,0,0,564.2,161.4,402.8,0,15871.90015,1525585.152
98,Castle Valley SSD - Emery,C,354,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1388,Utah,Emery,West Colorado River,8/3/2003,Emery,904,180,159,20,0,1,724,323.9,64.4,56.9,7,0,0.5,259.5,564.9,0,0,564.9,12848.98305,3203608.092
99,Aurora City,C,1025,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1353,Utah,Sevier,Sevier River,5/3/2000,Sevier Bridge,332,116,103,2,3,8,216,390.9,136.9,121.2,1.9,4,9.8,254,489.1,343.8,145.3,0,13578.58431,4560337.87
100,Salina City Water System,C,1037,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1226,Utah,Sevier,Sevier River,5/3/2000,Sevier Bridge,592,279,96,62,66,55,313,1664.2,784.8,271.3,174.8,184.9,153.9,879.4,1311,181.1,1129.9,0,31770.42658,16197517.87
101,Thompson SSD,C,474,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1314,Utah,Grand,West Colorado River,8/5/2002,Lower Green River,750,750,162,254,203,131,0,33.6,33.6,7.3,11.4,9.1,5.9,0,161.4,0,161.4,0,7945.081686,1481299.407
102,Teasdale SSD,C,1609,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1236,Utah,Wayne,West Colorado River,8/3/2007,Torrey,599,194,177,11,6,0,405,141,45.7,41.6,2.6,1.5,0,95.3,209.8,80.7,129.1,0,7671.950861,3450954.2
103,Beaver City Water System,C,1,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1221,Utah,Beaver,Cedar/Beaver,6/1/2001,Beaver,841,208,113,52,14,30,632,3050.5,755.8,410.8,187.6,49.8,107.5,2294.7,1692.5,1046.5,646,0,39392.18574,19353655.98
104,Torrey Town Water System,C,1610,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1185,Utah,Wayne,West Colorado River,8/3/2007,Torrey,1422,407,206,182,19,0,1015,666,190.6,96.5,85.4,8.7,0,475.4,452,0,452,0,20048.45327,19012100.53
105,Bicknell Town Water System,C,1604,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1091,Utah,Wayne,West Colorado River,8/3/2006,Rabbit Valley,159,159,87,35,14,24,0,58.3,58.3,31.7,12.9,5,8.8,0,161.4,0,161.4,0,41255.14612,8892402.2
106,Manderfield Culinary Water System,C,5,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1020,Utah,Beaver,Cedar/Beaver,6/1/2001,Beaver,803,803,803,0,0,0,0,36,36,36,0,0,0,0,242.1,242.1,0,0,3167.514147,354482.165
107,Hanksville Town Water System,C,1606,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1278,Utah,Wayne,West Colorado River,8/3/2007,Torrey,296,141,61,60,20,0,155,73,34.8,14.9,14.9,5,0,38.2,201.8,201.8,0,0,8483.294453,2504178.822
108,Loa Town Water System,C,1607,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1068,Utah,Wayne,West Colorado River,8/3/2006,Rabbit Valley,1738,229,136,27,5,62,1509,1119.2,147.2,87.3,17.1,3.1,39.7,972,537.5,408.4,129.1,0,10887.76161,3326748.187
109,Jensen WID,C,1261,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1120,Utah,Uintah,Uintah,7/2/2002,Big Brush Creek,165,165,121,20,19,4,0,276.7,276.7,202.6,34.4,32.4,7.3,0,0,0,0,0,126729.0179,263695643.6
110,Alta Town Water System,C,825,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1348,Utah,Salt Lake,Jordan River,3/1/2007,Little Cottonwood Creek,187,187,17,110,0,61,0,80.4,80.4,7.2,47,0,26.2,0,238.2,238.2,0,0,19407.94914,11625131.33
111,Silver Lake Co.,C,822,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1373,Utah,Salt Lake,Jordan River,3/1/2006,Big Cottonwood Creek,136,127,37,90,0,0,9,12.2,11.4,3.3,8.1,0,0,0.8,81,0,81,0,5066.127971,946188.41
112,Sandy City Water System,C,808,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1084,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,219,219,168,22,29,0,0,23009.5,23009.5,17603.8,2358.7,3047,0,0,14400,14400,0,0,74277.05747,63741654.86
113,Midvale City Water System,C,798,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1093,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,143,142,67,68,7,0,1,5296.5,5262,2488.5,2505.4,260.5,7.6,34.5,2800,2800,0,0,24202.59094,13870001.38
114,Silver Fork Pipeline Corp.,C,809,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1374,Utah,Salt Lake,Jordan River,3/1/2006,Big Cottonwood Creek,92,92,90,1,0,0,0,30.9,30.9,30.4,0.5,0,0,0,62,62,0,0,4187.2,849066.88
115,Mantua Town Water System,C,51,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1297,Utah,Box Elder,Bear River,1/1/2007,Brigham City,351,236,222,5,9,0,115,353.9,238.1,223.9,4.6,9.2,0.4,115.8,907.9,827.2,80.7,0,21288.49251,14830041.18
116,Brigham City Corp.,C,38,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1228,Utah,Box Elder,Bear River,1/1/2007,Brigham City,535,461,175,61,127,98,74,11681.1,10059.3,3828.4,1323.8,2772.7,2134.3,1621.9,48256.8,6872.1,10976,30408.7,54244.78288,62649898.58
117,Fillmore Municipal Water System,C,658,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1003,Utah,Millard,Sevier River,5/7/2000,Fillmore,775,366,110,123,81,51,410,2189.5,1032.6,310.9,348.6,229.8,143.3,1156.9,3526.8,2905.4,621.4,0,26960.39592,19448844.1
118,Green River City,C,356,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1087,Utah,Emery,West Colorado River,8/5/2001,Upper Green River,405,195,61,97,37,0,210,458,220.1,69.3,109.4,41.4,0,237.9,1614.1,0,0,1614.1,61610.43782,37987312.65
119,Redmond Town Water System,C,1035,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1283,Utah,Sevier,Sevier River,5/3/2000,Sevier Bridge,224,185,163,14,7,0,39,207.2,171.1,151,13.2,6.8,0,36.1,542.6,542.6,0,0,16225.20054,2748561.684
120,Axtell Community Service Distribution,C,1003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11352,Utah,Sanpete,Sevier River,5/3/2000,Sevier Bridge,519,146,140,0,7,0,373,149.4,42.1,40.2,0,1.9,0,107.3,242.1,0,242.1,0,14547.24004,12022451.3
121,Castle Valley SSD - Ferron,C,355,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1385,Utah,Emery,West Colorado River,8/2/2003,Ferron Creek,798,71,66,3,2,0,728,1466.7,129.6,121.7,4.7,3.3,0,1337,403.5,0,0,403.5,26926.24554,6239763.262
122,Holden Town Water System,C,668,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1064,Utah,Millard,Sevier River,5/7/2000,Fillmore,520,520,423,1,47,49,0,268.2,268.2,218,0.6,24.3,25.2,0,481.5,0,481.5,0,6499.295253,1598758.445
123,Mayfield Town Water System,C,974,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1083,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,580,103,75,0,28,0,476,375.4,66.9,48.6,0,18.4,0,308.4,233.6,153.6,80,0,13476.02009,2578376.614
124,Castle Valley SSD - Clawson Water System,C,353,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1026,Utah,Emery,West Colorado River,8/2/2003,Ferron Creek,70,70,68,0,0,2,0,14.1,14.1,13.7,0,0,0.4,0,403.5,0,0,403.5,13556.96443,3104020.464
125,Centerfield Town Water System,C,969,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1157,Utah,Sanpete,Sevier River,5/3/2000,Sevier Bridge,517,167,142,4,20,1,350,810.9,261.8,222.5,5.8,31.4,2.2,549,724.5,0,724.5,0,30589.65107,11777453.16
126,Shiloah Wells Water Co. (Eskdale),C,679,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1366,Utah,Millard,West Desert,00-03-01,Snake Valley,1947,1947,1947,0,0,0,0,80.7,80.7,80.7,0,0,0,0,83.1,83.1,0,0,2331.916561,312378.7487
127,Gunnision City,C,972,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1115,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,195,145,36,7,87,14,51,780.4,578.4,143.9,28.3,349.7,56.6,202,1164.6,801.4,363.2,0,33853.81532,69580833.59
128,Sterling Town Water System,C,977,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1272,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,332,69,59,1,2,6,263,115.2,23.9,20.6,0.4,0.9,2,91.3,167.2,78.4,88.8,0,7886.899042,1078525.94
129,Castle Valley SSD - Castle Dale,C,2460,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1386,Utah,Emery,West Colorado River,8/2/2004,Castle Dale,616,224,191,9,12,12,392,1117.9,406.1,345.9,16.3,22.3,21.6,711.8,613.4,0,0,613.4,14514.57664,5664767.409
130,Fayette Town Water,C,970,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1320,Utah,Sanpete,Sevier River,5/3/2000,Sevier Bridge,347,262,245,0,14,3,85,101.2,76.4,71.4,0,4.2,0.9,24.7,282.5,282.5,0,0,4864.469134,1070474.125
131,Castle Valley SSD - Orangeville,C,359,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1390,Utah,Emery,West Colorado River,8/2/2004,Castle Dale,530,120,115,5,0,0,409,866.1,196.4,188.4,7.5,0.5,0,669.7,613.4,0,0,613.4,14799.2296,3763350.316
132,Manti City,C,973,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1253,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,505,159,77,11,59,12,346,1853.6,583.1,282.3,39.9,217.9,43,1270.5,2953,777,2176,0,27231.83767,8875657.811
133,Scipio Town,C,666,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1146,Utah,Millard,Sevier River,5/2/2002,Scipio,1283,257,153,40,2,62,1026,517.5,103.8,61.6,16.3,0.9,24.9,413.7,435.8,242.1,193.7,0,42328.98009,64517281.37
134,Deseret-Oasis SSD,C,696,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1358,Utah,Millard,Sevier River,5/2/2004,Delta,245,221,186,0,33,1,23,134.2,121.3,102.4,0.3,18,0.7,12.9,630.1,630.1,0,0,25909.13721,6806904.26
135,Castle Valley SSD - Huntington,C,357,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1389,Utah,Emery,West Colorado River,8/2/2004,Castle Dale,376,74,58,6,3,7,302,901.4,177.4,139.1,14.3,7.9,16.1,724,1649.5,0,968.5,681,13762.30333,6095873.116
136,Country Estates HOA,C,690,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11280,Utah,Millard,Sevier River,5/2/2004,Delta,317,317,317,0,0,0,0,23.8,23.8,23.8,0,0,0,0,38,38,0,0,2210.828079,264716.1
137,Castle Valley SSD - Cleveland Water System,C,380,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1387,Utah,Emery,West Colorado River,8/1/2003,Price River,804,124,119,3,2,0,681,437,67.1,64.5,1.7,0.9,0,369.9,484.2,0,484.2,0,9244.281815,2282219.32
138,Hinckley Town Water System,C,659,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1106,Utah,Millard,Sevier River,5/2/2004,Delta,195,188,169,1,18,0,7,163.9,158.1,141.7,1,15.2,0.2,5.9,573.3,573.3,0,0,21850.1173,13248393.79
139,Dansie Water Co.,C,791,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1367,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,568,568,568,0,0,0,0,19.1,19.1,19.1,0,0,0,0,262.5,262.5,0,0,7518.54624,1697401.158
140,Heber City Water System,C,1444,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1197,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,201,122,89,27,5,0,79,3528.4,2136.8,1570.9,470.3,95.5,0.1,1391.6,3348.1,2541,807.1,0,31487.76768,14272620.8
141,Riverton City Water System,C,805,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1306,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,281,77,55,8,14,0,204,13928.6,3815.6,2725.2,397.5,692.8,0,10113,5040,0,40,5000,31045.37997,31809322.92
142,Maeser WID,C,1258,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1273,Utah,Uintah,Uintah,7/2/2003,Vernal,165,152,139,1,12,1,12,762.1,705.6,643.5,4.7,53.8,3.5,56.5,848,163.8,684.2,0,31661.30337,31756714.95
143,Herriman City Municipal Water Department,C,906,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1050,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,166,138,118,11,9,0,28,9676.9,8027.8,6848.8,630.3,548.7,0,1649.1,3101,383,51,2667,57087.79484,53888081.13
144,WaterPro Inc. (Draper Irrigation Co.),C,788,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1359,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,390,189,145,29,15,0,201,13104.4,6352,4855.2,975.9,516.9,4,6752.4,6266,2570,0,3696,34671.8706,31651756.52
145,Copperton Improvement District,C,787,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1275,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,241,241,174,36,31,0,0,218.9,218.9,158,32.8,28.1,0,0,624.5,624.5,0,0,26469.8274,18744115.89
146,White City WID,C,800,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1210,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,228,228,192,13,24,0,0,2975,2975,2498.1,169.7,307.1,0,0,4051.5,4051.5,0,0,15015.82414,6097398.172
147,South Jordan City,C,803,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1240,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,238,171,125,30,15,0,67,20362.8,14605.8,10740.7,2556,1309,0,5757,0,0,0,0,40660.07514,57605677.31
148,Honeyville Town Water System,C,49,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1080,Utah,Box Elder,Bear River,1/1/2006,Tremonton,782,597,553,41,2,0,185,1305.1,995.6,923.1,68.4,3.8,0.4,309.5,1186.4,887.8,298.6,0,33560.26713,29799705.4
149,Millville City Water,C,108,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1332,Utah,Cache,Bear River,1/1/2004,Cache Valley,327,246,220,1,16,9,81,733.5,552,493.2,1.3,36.6,20.9,181.5,1010.4,726.4,201.8,82.3,14089.76758,5022991.232
150,Elwood Town,C,41,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1311,Utah,Box Elder,Bear River,1/1/2006,Tremonton,153,153,125,9,19,1,0,214.8,214.8,174.8,12.5,26.7,0.9,0,1057.4,560.9,22,474.5,38587.29842,21310676.07
151,Thatcher-Penrose Service District,C,58,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1202,Utah,Box Elder,Bear River,1/1/2006,Tremonton,188,188,183,5,0,0,0,162.3,162.3,158,4.2,0,0,0,336.5,336.5,0,0,48132.94778,7817626.815
152,West Corinne Water Co.,C,55,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1038,Utah,Box Elder,Bear River,1/1/2007,Brigham City,489,307,139,17,0,152,182,1079,678.1,306.3,36.6,0.2,335,400.9,781,538.3,242.1,0.6,164117.74,144781746.4
153,Bothwell Town Water System,C,37,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1153,Utah,Box Elder,Bear River,1/1/2006,Tremonton,251,251,247,0,4,0,0,97,97,95.3,0,1.7,0,0,210,210,0,0,22415.92239,11017092.87
154,Garland City Corporation,C,42,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1125,Utah,Box Elder,Bear River,1/1/2006,Tremonton,265,265,237,2,24,1,0,800.1,800.1,717.1,7.4,73.3,2.3,0,2080,0,2080,0,23614.96567,6065745.455
155,Willow Creek Water Co.,C,82,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11297,Utah,Cache,Bear River,1/1/2004,Cache Valley,194,194,191,3,0,0,0,39.1,39.1,38.5,0.6,0,0,0,54.1,54.1,0,0,3387.191186,601919.725
156,North Logan City,C,111,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1267,Utah,Cache,Bear River,1/1/2004,Cache Valley,307,165,117,27,18,3,142,3555.1,1909,1357.1,308.6,212.8,30.5,1646.1,8028.4,4172.5,1614.1,2241.8,25310.68026,17877897.3
157,Logan City Water System,C,106,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1112,Utah,Cache,Bear River,1/1/2004,Cache Valley,167,161,105,56,0,0,5,9940.5,9620.8,6268.3,3352.5,0,0,319.7,22176.5,14365.6,7810.9,0,79874.19166,47266794.15
158,BRWCD - Beaver Dam,C,36,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11305,Utah,Box Elder,Bear River,1/1/2006,Tremonton,106,106,96,0,11,0,0,13.1,13.1,11.8,0,1.3,0,0,163,0,66.2,96.8,11172.90731,880403.355
159,Hyde Park City Water System,C,103,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1324,Utah,Cache,Bear River,1/1/2004,Cache Valley,457,162,133,18,6,4,295,2383.7,843.7,695.4,96.4,32.1,19.9,1540,2429.2,1170.2,1259,0,26583.90182,10625748.18
160,Ephraim City,C,979,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1330,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,143,143,106,11,25,1,0,1151.9,1151.9,850.9,88.9,204.2,7.9,0,5216.8,186.3,5030.5,0,29749.98386,13266178.28
161,Delta City,C,657,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1203,Utah,Millard,Sevier River,5/2/2004,Delta,348,328,196,22,104,5,21,1365.7,1284.9,770.2,85,409.6,20.1,80.8,2921.6,2921.6,0,0,28552.2547,12546209.05
162,Oak Meadows Subdivision,C,699,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11359,Utah,Millard,Sevier River,5/2/2003,Fool Creek,440,440,440,0,0,0,0,40.4,40.4,40.4,0,0,0,0,40.4,40.4,0,0,3767.458774,624542.9
163,Oak City Water System,C,665,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1158,Utah,Millard,Sevier River,5/2/2003,Fool Creek,552,468,419,0,10,39,85,414.6,351.1,314.7,0,7.2,29.1,63.5,1291.3,161.4,1129.9,0,11378.21292,2901817.583
164,Castle Valley SSD - Elmo Town,C,381,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11482,Utah,Emery,West Colorado River,8/1/2003,Price River,63,63,55,3,5,0,0,26.1,26.1,22.8,1.2,2.2,0,0,484.2,0,484.2,0,8253.416174,1842376.457
165,Trail Canyon Residents Assn,C,384,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1412,Utah,Emery,West Colorado River,8/2/2001,Huntington Creek,132,132,132,0,0,0,0,7.7,7.7,7.7,0,0,0,0,15,0,15,0,2245.102872,219735.475
166,North Emery SSD,C,358,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1039,Utah,Emery,West Colorado River,8/1/2003,Price River,478,127,109,8,1,9,350,642.1,171,146.6,10.1,1.7,12.5,471.1,867,0,867,0,122289.2218,203746572.5
167,Chester Park Water System,C,2214,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11355,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,281,72,72,0,0,0,209,55.1,14.1,14.1,0,0,0,40.9,21.6,21.6,0,0,728.4615263,32444.93435
