OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
174,North Emery SSD,C,358,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1039,Utah,Emery,West Colorado River,08-01-03,Price River,132,132,127,3,0,2,0,0,0,0,0,166.02,166.02,158.9,4.26,0.46,2.4,0,0,0,0,0,867,0,867,0,158301.177577256,341430442.213789
175,Chester Park Water System,C,2214,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11355,Utah,Sanpete,Sevier River,05-01-00,Gunnison,79,79,79,0,0,0,0,0,0,0,0,13.26,13.26,13.26,0,0,0,0,0,0,0,0,21.6,21.6,0,0,1696.46864351318,163497.61165258
176,Spring City,C,976,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1119,Utah,Sanpete,Sevier River,05-01-00,Gunnison,721,111,74,3,33,1,610,596,0,14,0,791.56,122.15,81.62,2.98,36.65,0.9,669.41,654,0,15.41,0,637.57,193.69,443.88,0,12511.08533687,6362052.14011723
177,Wales Town Water System,C,978,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1167,Utah,Sanpete,Sevier River,05-01-00,Gunnison,199,108,97,7,3,0,92,76,0,16,0,69.27,37.4,33.8,2.5,1.1,0,31.87,26.23,0,5.64,0,130.4,0,130.4,0,5381.63522315966,1720426.55525112
178,Lynndyl Town Water System,C,663,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11155,Utah,Millard,Sevier River,05-02-03,Fool Creek,423,423,391,0,30,2,0,0,0,0,0,52.08,52.08,48.12,0.05,3.71,0.2,0,0,0,0,0,403.53,403.53,0,0,22840.5944112272,14632576.1537112
179,Moroni City,C,981,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1100,Utah,Sanpete,Sevier River,05-01-00,Gunnison,519,63,49,3,9,2,456,456,0,0,0,888.65,107.62,83.53,4.95,15.6,3.53,781.03,781.03,0,0,0,560.9,560.9,0,0,9101.65848001228,4425958.14726245
180,Wellington City,C,191,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1132,Utah,Carbon,West Colorado River,08-01-03,Price River,352,86,62,10,12,2,266,224,0,42,0,661.74,161.82,116.99,18.96,21.92,3.95,499.92,420.85,0,79.08,0,0,0,0,0,59456.0565434154,22272285.7739142
181,Leamington Town Water System,C,667,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1024,Utah,Millard,Sevier River,05-02-03,Fool Creek,465,289,273,4,12,0,177,152,0,25,0,119.91,74.34,70.32,1.03,3,0,45.57,39.22,0,6.35,0,301.41,161.41,140,0,10952.6438998178,6675101.46392871
182,Levan Town Water System,C,582,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1048,Utah,Juab,Sevier River,05-02-01,Levan,376,169,141,2,27,0,207,207,0,0,0,358.46,161.31,133.8,2.03,25.47,0,197.15,197.15,0,0,0,968.47,242.12,726.35,0,8780.92005971203,3532402.91146393
183,Mt. Pleasant City,C,975,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1070,Utah,Sanpete,Sevier River,05-01-00,Gunnison,326,112,63,29,21,0,214,184,0,30,0,1314.61,453.38,252.77,114.95,85.56,0.1,861.23,740.31,0,120.92,0,1417.19,842.57,574.62,0,29485.2119934457,18069550.1001357
184,East Carbon City,C,192,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1015,Utah,Carbon,West Colorado River,08-01-03,Price River,165,165,18,1,84,62,0,0,0,0,0,296.27,296.27,32.86,1.43,151.06,110.92,0,0,0,0,0,2744,0,0,2744,27618.1482847707,12627589.4736167
185,Price Municipal Corp.,C,187,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1335,Utah,Carbon,West Colorado River,08-01-03,Price River,237,232,118,54,58,1,5,5,0,0,0,2327.79,2280.32,1161.07,533.62,574.28,11.35,47.46,47.46,0,0,0,4527.86,0,2897.86,1630,28787.3678700789,21984077.4515459
186,Fountain Green,C,971,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1217,Utah,Sanpete,Sevier River,05-01-00,Gunnison,649,242,204,4,6,28,407,359,0,48,0,715.55,266.76,225.06,4.24,6.44,31.02,448.79,395.59,0,53.2,0,754.47,30,724.47,0,26240.6995579349,8259188.5541635
187,Fairview City Water System,C,980,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1249,Utah,Sanpete,Sevier River,05-01-00,Gunnison,420,95,86,5,1,4,325,253,0,72,0,632.1,143.21,128.77,6.97,1.11,6.36,488.89,381.2,0,107.68,0,532.66,427.74,104.92,0,14527.9055672133,5814760.72442789
188,Price River WID,C,199,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1247,Utah,Carbon,West Colorado River,08-01-03,Price River,357,141,123,17,0,0,217,124,0,93,0,2644.95,1040.31,910.83,129.48,0,0,1604.65,919.7,0,684.94,0,6328.1,0,0,6328.1,271484.878851414,812934138.73198
189,Helper City,C,185,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1309,Utah,Carbon,West Colorado River,08-01-03,Price River,184,116,78,21,14,2,68,30,0,38,0,455.35,287.09,194.01,51.78,35.3,6,168.26,74.44,0,93.83,0,1871,499,1372,0,19364.1050674356,7889623.35210529
190,Nephi City,C,584,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1192,Utah,Juab,Utah Lake,04-01-02,Nephi,368,263,182,40,15,26,105,64,0,40,0,2411.39,1726.25,1193.49,259.93,100.05,172.78,685.14,419.87,0,265.27,0,5891.52,2824.7,3066.82,0,32028.2063319063,20032825.2543696
191,Elk Ridge Town,C,1321,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1159,Utah,Utah,Utah Lake,04-01-10,Utah Valley,200,200,194,1,5,0,0,0,0,0,0,828.41,828.41,804.55,2.76,21.1,0,0,0,0,0,0,915,915,0,0,31255.4443975705,11756406.789915
192,Woodland Hills City,C,1318,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1405,Utah,Utah,Utah Lake,04-01-10,Utah Valley,163,163,155,0,8,0,0,0,0,0,0,274.11,274.11,260.06,0,14.05,0,0,0,0,0,0,371.12,371.12,0,0,17279.2477182517,11195717.3486596
193,Covered Bridge Canyon HOA,C,1315,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1029,Utah,Utah,Utah Lake,04-01-10,Utah Valley,158,158,158,0,0,0,0,0,0,0,0,43.34,43.34,43.34,0,0,0,0,0,0,0,0,61.95,61.95,0,0,10031.5986247464,3545742.73495242
194,Genola City,C,1303,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1076,Utah,Utah,Utah Lake,04-01-10,Utah Valley,383,147,107,37,4,0,236,186,0,50,0,617.74,237.74,171.86,59.81,6.07,0,380,300,0,80,0,435.81,435.81,0,0,53165.7559892602,62715102.9766784
195,Payson City Water System,C,1312,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1166,Utah,Utah,Utah Lake,04-01-10,Utah Valley,154,110,52,11,6,42,44,35,0,8,0,3616.14,2589.83,1214.49,262.68,129.94,982.73,1026.31,827.78,0,198.53,0,4854.58,3954.58,900,0,72227.2933876223,53283542.4371084
196,Bradford Acres Water Assoc.,C,1345,https://waterlink.utah.gov/deqWater/reports.html?systemId=171,Utah,Utah,Utah Lake,04-01-10,Utah Valley,219,219,219,0,0,0,0,0,0,0,0,9.07,9.07,9.07,0,0,0,0,0,0,0,0,53.05,53.05,0,0,3094.88906340083,517594.259768309
197,Salem City,C,1292,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1035,Utah,Utah,Utah Lake,04-01-10,Utah Valley,331,85,70,14,0,0,247,247,0,0,0,2673.19,683.29,566.96,116.33,0,0,1989.9,1989.9,0,0,0,4425.67,3510.7,914.97,0,56106.6558421864,44674219.5712441
198,Mapleton City,C,1309,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1220,Utah,Utah,Utah Lake,04-01-10,Utah Valley,207,173,171,0,2,0,34,34,0,0,0,2179.49,1817.49,1795.17,4.75,17.57,0,362,362,0,0,0,6237.5,4055.46,2182.04,0,42588.7238731267,52606768.984497
199,Spanish Fork City,C,1294,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1257,Utah,Utah,Utah Lake,04-01-10,Utah Valley,210,68,48,7,7,6,142,98,11,33,0,9527.49,3089.59,2191.97,311.37,297.65,288.59,6437.9,4437.75,519.79,1480.36,0,10114.53,331.94,9782.59,0,87101.2351669297,71184396.8277384
200,Springville City,C,1296,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1343,Utah,Utah,Utah Lake,04-01-10,Utah Valley,257,226,145,39,22,20,31,27,0,4,0,9293.69,8172.75,5234.35,1416.74,798.88,722.78,1120.94,974.26,0,146.68,0,11773.55,5710,6063.55,0,57906.4913435906,63835985.1842877
201,Myton City,C,297,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1102,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,299,196,123,39,33,1,103,103,0,0,0,228,149.45,93.83,29.89,25.04,0.7,78.54,78.54,0,0,0,0.6,0,0,0.6,15994.8990947141,7054648.28959474
202,Hidden Creek Water Co.,C,1418,https://waterlink.utah.gov/deqWater/reports.html?systemId=782,Utah,Utah,Utah Lake,04-01-05,Hobble Creek,361,361,361,0,0,0,0,0,0,0,0,19.8,19.8,19.8,0,0,0,0,0,0,0,0,484.23,484.23,0,0,42448.6941951469,96015247.2717376
203,East Duchesne Culinary WID,C,333,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1362,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,465,465,135,60,21,249,0,0,0,0,0,542.1,542.1,157.47,70.23,24.38,290.02,0,0,0,0,0,346.4,0,0,346.4,134709.262228681,487242242.589277
204,Utah State Hospital,C,1376,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=2021,Utah,Utah,Utah Lake,04-01-10,Utah Valley,468,60,0,0,60,0,407,0,0,407,0,298.56,38.56,0,0,38.56,0,260,0,0,260,0,1253.66,363.18,890.48,0,3817.2184559196,768393.984577056
205,Fruitland Water SSD,C,340,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1441,Utah,Duchesne,Uintah,07-03-03,Fruitland,166,166,163,1,3,0,0,0,0,0,0,67.01,67.01,65.68,0.3,1.03,0,0,0,0,0,0,225,0,150,75,74070.2953935395,158942885.926799
206,Ouray Park WID,C,1264,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1327,Utah,Uintah,Uintah,07-04-01,Pelican Lake,483,483,480,2,0,0,0,0,0,0,0,135.2,135.2,134.47,0.64,0.09,0,0,0,0,0,0,0,0,0,0,89420.4421074865,298312888.815121
207,Fairfield Culinary Water System,C,1302,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1149,Utah,Utah,Utah Lake,04-01-11,Cedar Valley,410,158,149,0,9,0,251,177,0,74,0,20.65,7.98,7.53,0,0.45,0,12.67,8.94,0,3.73,0,13.5,0,13.5,0,53210.4422621079,109944904.696351
208,Mona Town Water System,C,583,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1147,Utah,Juab,Utah Lake,04-01-02,Nephi,300,82,81,1,0,0,217,217,0,0,0,701.4,193.09,190.24,2.82,0.03,0,508.31,508.31,0,0,0,590.99,203.6,387.39,0,17174.336950803,10798894.5377584
209,Rocky Ridge Town Water System,C,598,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1432,Utah,Juab,Utah Lake,04-01-02,Nephi,85,85,79,1,5,0,0,0,0,0,0,78.46,78.46,72.67,1.12,4.66,0,0,0,0,0,0,123.95,123.95,0,0,16681.3443598164,7470797.29266003
210,Goshen Town Water System,C,1304,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1246,Utah,Utah,Utah Lake,04-01-10,Utah Valley,333,242,198,1,15,27,91,91,0,0,0,340.45,247.03,202.27,1.53,15.65,27.59,93.42,93.42,0,0,0,689.2,169.2,520,0,9907.26430496703,3349206.02633256
211,Eureka Town,C,585,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1036,Utah,Juab,Sevier River,05-02-01,Levan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.44,469.44,0,0,12872.7909880698,6401635.90543694
212,Elberta,C,1301,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1196,Utah,Utah,Utah Lake,04-01-10,Utah Valley,426,329,265,0,64,0,97,78,0,19,0,109.76,84.76,68.21,0,16.55,0,25,20,0,5,0,50.85,50.85,0,0,17069.8232590125,18106645.674421
213,Santaquin City,C,1293,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1268,Utah,Utah,Utah Lake,04-01-10,Utah Valley,170,53,47,6,0,0,117,101,0,15,0,2399.17,751.13,656.3,90,4.83,0,1648.04,1429.68,0,218.36,0,3899.96,2452,1447.96,0,67229.4332022355,46171347.8463343
214,Spring Lake,C,1295,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1310,Utah,Utah,Utah Lake,04-01-10,Utah Valley,714,200,200,0,0,0,513,513,0,0,0,367.86,103.28,103.28,0,0,0,264.58,264.58,0,0,0,256.83,181.59,75.24,0,7212.13267421797,2390134.07959728
215,Goosenest Water Co.,C,1324,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1424,Utah,Utah,Utah Lake,04-01-10,Utah Valley,1089,1089,382,707,0,0,0,0,0,0,0,112.21,112.21,39.38,72.83,0,0,0,0,0,0,0,140.42,48.42,92,0,1213.93677790317,42674.8086979246
216,Johnson Water District,C,301,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1021,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,738,660,216,29,0,416,78,78,0,0,0,1537.89,1375.81,449.85,59.8,0.01,866.15,162.08,162.08,0,0,0,150.09,112.99,36.5,0.6,223411.428889867,408259134.147378
217,White Hills Subdivision,C,1395,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1446,Utah,Utah,Utah Lake,04-01-11,Cedar Valley,63,63,59,0,4,0,0,0,0,0,0,35.54,35.54,33.32,0,2.21,0,0,0,0,0,0,2171.9,2171.9,0,0,25445.7102099267,29759553.8834706
218,Provo City,C,1297,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1010,Utah,Utah,Utah Lake,04-01-10,Utah Valley,190,184,108,60,16,0,5,0,0,5,0,24692.58,24028.62,14067.54,7801.13,2104,55.95,663.96,50.16,0,613.8,0,49135,22510,10070,16555,119537.113202896,193359850.087421
219,Springdell Plat A & B,C,1323,https://waterlink.utah.gov/deqWater/reports.html?systemId=1418,Utah,Utah,Utah Lake,04-01-10,Utah Valley,749,749,749,0,0,0,0,0,0,0,0,63.72,63.72,63.72,0,0,0,0,0,0,0,0,123.9,0,123.9,0,3759.35117944051,479044.605688377
220,Orem City Water System,C,1311,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1280,Utah,Utah,Utah Lake,04-01-10,Utah Valley,194,189,147,42,0,0,4,2,2,0,0,20576.14,20126.14,15626.17,4499.97,0,0,450,262,188,0,0,18368.61,14914.41,3454.2,0,58635.0670965277,81367503.5824264
221,Cedar Fort Water System,C,1300,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1096,Utah,Utah,Utah Lake,04-01-11,Cedar Valley,383,175,154,1,18,1,208,208,0,0,0,165.91,75.91,66.85,0.56,7.85,0.65,90,90,0,0,0,379.53,17.3,362.23,0,49162.0749465434,94124253.7580513
222,Roosevelt City Water System,C,299,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1055,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,274,155,94,52,3,4,120,59,0,60,0,2087.33,1176.86,719.66,397.31,26.6,33.29,910.47,453.2,0,457.27,0,5109.51,3877.91,0,1231.6,82193.225609564,89521030.5035925
223,Taylorsville-Bennion Improvement District,C,802,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1277,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,157,157,120,19,2,17,0,0,0,0,0,12435.12,12435.12,9448.87,1495.52,154.24,1336.49,0,0,0,0,0,1689.6,1080,609.6,0,42989.5473727095,53525631.629862
224,Jordanelle SSD,C,1511,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10857,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,292,292,263,28,0,0,0,0,0,0,0,582.2,582.2,525.63,56.57,0,0,0,0,0,0,0,12565.87,1003.17,0,11562.7,145918.176116637,183148061.701173
225,Boundary Spring Water Co.,C,826,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1376,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,1527,1527,1527,0,0,0,0,0,0,0,0,290.76,290.76,290.76,0,0,0,0,0,0,0,0,1137.41,0,1137.41,0,3645.8428748284,767114.18908983
226,Holliday Water Co.,C,792,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1104,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,248,244,200,34,10,0,4,2,0,2,0,4168.32,4102.2,3363.81,574.31,164.09,0,66.12,35.69,0,30.43,0,5779,2840,1840,1099,23807.5132576509,11486105.7119371
227,Marion Waterworks Co.,C,1077,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1270,Utah,Summit,Weber River,02-01-02,Kamas Valley,372,287,230,0,12,44,85,85,0,0,0,183.2,141.25,113.55,0.08,6.14,21.48,41.95,41.95,0,0,0,127.8,80.71,47.09,0,18050.8190983111,18297857.8970426
228,Jordan Valley Water Conservancy District (Retail),C,807,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1321,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,164,158,114,29,13,3,6,6,0,0,0,9040.41,8721.92,6290.44,1595.43,696.98,139.07,318.49,318.49,0,0,0,85660,18000,0,67660,102844.713569468,37466689.5140565
229,Ballard WID,C,1256,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1124,Utah,Uintah,Uintah,07-03-13,Roosevelt Duchesne,308,262,194,49,5,14,46,46,0,0,0,362.19,307.6,228,57.24,6.36,16,54.59,54.59,0,0,0,0,0,0,0,44723.6408431083,84604303.1984919
230,Lindon City,C,1307,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1054,Utah,Utah,Utah Lake,04-01-10,Utah Valley,193,87,60,15,1,11,106,80,11,16,0,2402.94,1078.94,749.97,180.88,14.56,133.53,1324,992.91,132.36,198.72,0,3691.18,3098.73,592.45,0,39099.5356557686,38276128.3334039
231,Canyon Meadows Mutual Water Co.,C,1496,https://waterlink.utah.gov/deqWater/reports.html?systemId=258,Utah,Wasatch,Utah Lake,04-01-10,Utah Valley,269,269,261,0,8,0,0,0,0,0,0,21.08,21.08,20.49,0,0.59,0,0,0,0,0,0,160,0,0,160,3298.29030489613,783631.158857994
232,Tabiona Town Water System,C,298,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1189,Utah,Duchesne,Uintah,07-03-07,Tabiona,353,67,60,4,2,0,287,250,0,37,0,122.71,23.21,20.87,1.56,0.78,0,99.5,86.66,0,12.84,0,71,0,71,0,3769.89307040715,467264.585600542
233,Pleasant Grove City,C,1313,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1298,Utah,Utah,Utah Lake,04-01-10,Utah Valley,220,68,42,25,1,0,152,152,0,0,0,8919.38,2763.28,1708.96,1009.52,44.8,0,6156.1,6156.1,0,0,0,12097.43,10569.21,1528.22,0,45152.0311437172,40640073.015019
234,Wallsburg Town Water System,C,1447,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1061,Utah,Wasatch,Utah Lake,04-01-08,Wallsburg,435,114,95,0,18,1,321,321,0,0,0,146.17,38.22,31.94,0,6.03,0.25,107.95,107.95,0,0,0,116.46,29.66,86.8,0,8617.63485279139,2277248.16277497
235,Eagle Mountain City,C,1416,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1431,Utah,Utah,Utah Lake,04-01-11,Cedar Valley,148,141,115,1,24,1,7,0,0,7,0,5504.72,5228.53,4266.32,38.1,880.26,43.86,276.19,0,0,276.19,0,4099.53,4099.53,0,0,87633.8930718298,203187138.905138
236,North Fork SSD,C,1388,https://waterlink.utah.gov/deqWater/reports.html?systemId=1060,Utah,Utah,Utah Lake,04-01-10,Utah Valley,123,123,70,50,0,2,0,0,0,0,0,206.02,206.02,117.85,84.8,0.01,3.36,0,0,0,0,0,433.96,0,433.96,0,32421.761600162,26557308.344965
237,American Fork City,C,1299,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1135,Utah,Utah,Utah Lake,04-01-10,Utah Valley,326,68,45,19,4,0,258,218,0,40,0,11846.4,2486.4,1639,685.4,161,1,9360,7904.09,0,1455.91,0,16984.66,11641.79,5342.87,0,69371.7678195486,42164452.1010734
238,Saratoga Springs City,C,1413,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1444,Utah,Utah,Utah Lake,04-01-10,Utah Valley,108,36,34,0,2,0,72,47,10,15,0,3740.06,1234.9,1174.68,7.21,53.01,0,2505.16,1637.39,361.9,505.88,0,2935,2935,0,0,98364.9378357079,96697064.199089
239,Cedar Hills Town Water System,C,1412,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1404,Utah,Utah,Utah Lake,04-01-10,Utah Valley,264,49,45,4,0,0,214,173,0,42,0,3044.08,568.72,522.61,41.48,4.63,0,2475.36,1995.9,0,479.46,0,118.73,118.73,0,0,30417.5088919946,12190868.2875096
240,Duchesne County Upper Country WID,C,341,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1418,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,301,172,122,7,3,40,129,79,0,50,0,813.04,465.05,329.59,19.16,7.38,108.91,347.99,213.79,0,134.2,0,1413.3,0,315,1098.3,131187.99740319,526407624.894922
241,Neola Water and Sewer District,C,300,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1274,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,150,150,127,0,22,0,0,0,0,0,0,84.08,84.08,71.34,0.26,12.48,0,0,0,0,0,0,120.12,0,120.02,0.1,45150.4427933794,28655389.9191516
242,Highland City,C,1305,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1107,Utah,Utah,Utah Lake,04-01-10,Utah Valley,488,55,52,2,1,0,433,330,0,103,0,9565.14,1086.73,1020.2,44.17,16.55,5.81,8478.41,6464.27,0,2014.14,0,3631.76,3631.76,0,0,47177.3578591161,38743409.386789
243,Storm Haven Residents,C,1458,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1420,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,158,72,72,0,0,0,86,86,0,0,0,26.26,11.93,11.93,0,0,0,14.33,14.33,0,0,0,44.39,44.39,0,0,7676.61521909518,1084003.44899235
244,Lehi City,C,1306,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1265,Utah,Utah,Utah Lake,04-01-10,Utah Valley,278,68,47,15,1,6,210,140,19,50,0,17876.77,4389.58,3035.74,935.93,64.51,353.4,13487.19,9018.48,1211.14,3230.54,27.02,3633.94,3023.23,610.71,0,96134.1860203057,125650621.889352
245,Vernal City Water System,C,1262,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1040,Utah,Uintah,Uintah,07-02-03,Vernal,184,184,113,38,34,0,0,0,0,0,0,2020.79,2020.79,1237.52,413.35,369.92,0,0,0,0,0,0,6725.5,0,0,6725.5,45556.3914366993,20752241.5376634
246,Alpine Cove Water SSD,C,1400,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1448,Utah,Utah,Utah Lake,04-01-10,Utah Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.55,114.55,0,0,3460.09269915394,599039.794078271
247,Center Creek Water System,C,1440,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1188,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,283,116,116,0,0,0,167,167,0,0,0,101.59,41.59,41.59,0,0,0,60,60,0,0,0,185.06,0,185.06,0,9107.38670146532,2553448.55938076
248,Charleston WCD,C,1441,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1263,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,252,252,117,133,1,0,0,0,0,0,0,135.24,135.24,63,71.52,0.72,0,0,0,0,0,0,181,90.5,90.5,0,22962.8494453373,13578463.4670292
