OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,Region,SHAPE_Length,SHAPE_Area
216,Ballard WID,C,1256,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1124,Utah,Uintah,Uintah,7/3/2013,Roosevelt Duchesne,212,189,137,38,9,4,23,249.4,222.2,161.7,44.7,11.1,4.7,27.2,0,0,0,0,2019,Green River,34308.9085,49166248.91
217,Lindon City,C,1307,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1054,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,403,102,55,23,6,18,301,5257.6,1327.8,712.1,300.1,79.3,236.2,3929.8,3691.2,3098.7,592.5,0,2019,Provo River,30393.50974,22055743.84
218,Canyon Meadows Mutual Water Co.,C,1496,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11276,Utah,Wasatch,Utah Lake,4/1/2010,Utah Valley,211,211,208,0,3,0,0,17.7,17.7,17.4,0,0.3,0,0,160,0,0,160,2019,Provo River,2509.490053,453654.1393
219,Tabiona Town Water System,C,298,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1189,Utah,Duchesne,Uintah,7/3/2007,Tabiona,89,89,72,1,16,0,0,28.5,28.5,23,0.2,5.3,0,0,71,0,71,0,2019,Green River,2869.761108,270844.4983
220,Pleasant Grove City,C,1313,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1298,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,178,62,36,25,1,0,116,7884.1,2740.6,1593,1099.7,48,0,5143.5,12097.4,10569.2,1528.2,0,2019,Provo River,34363.29144,23546289.51
221,Wallsburg Town Water System,C,1447,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1061,Utah,Wasatch,Utah Lake,4/1/2008,Wallsburg,392,193,168,2,19,5,199,129.4,63.7,55.5,0.6,6.1,1.5,65.6,116.5,29.7,86.8,0,2019,Provo River,6559.832374,1318733.375
222,Eagle Mountain City,C,1416,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1431,Utah,Utah,Utah Lake,4/1/2011,Cedar Valley,149,149,117,4,26,2,0,6377.9,6360.9,5014.3,153.6,1120.1,73,17,4099.5,4099.5,0,0,2019,Provo River,66736.58292,117926753.4
223,North Fork SSD,C,1388,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11250,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,1793,1793,775,970,0,47,0,150.6,150.6,65.1,81.5,0,3.9,0,434,0,434,0,2019,Provo River,13435.98752,3592825.687
224,American Fork City,C,1299,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1135,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,348,94,70,20,3,0,255,12691.9,3419.2,2560.2,730,126.6,2.4,9272.7,16984.7,11641.8,5342.9,0,2019,Provo River,48589.46469,25041219.81
225,Saratoga Springs City,C,1413,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1444,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,169,39,34,4,1,0,130,6898.5,1578.3,1382.4,170.7,25.1,0.1,5320.2,2935,2935,0,0,2019,Provo River,75290.55639,57538618.33
226,Cedar Hills Town Water System,C,1412,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1404,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,231,54,43,2,9,0,176,2695.6,633.3,504.8,19.6,108.9,0,2062.3,118.7,118.7,0,0,2019,Provo River,23137.24262,7054569.496
227,Duchesne County Upper Country WID,C,341,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1418,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,318,173,129,7,6,31,145,857,465.1,348.2,18.1,16.4,82.4,391.9,1413.3,0,315,1098.3,2019,Green River,100926.7482,304979987.9
228,Neola Water and Sewer District,C,300,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1274,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,153,119,111,0,8,0,34,84.6,65.8,61.4,0.1,4.3,0,18.8,120.1,0,120,0.1,2019,Green River,34336.85492,16588959.58
229,Highland City,C,1305,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10888,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,401,55,51,3,1,0,346,8607.9,1181.3,1101.2,58.9,19.1,2.2,7426.6,3631.8,3631.8,0,0,2019,Provo River,40511.5242,22463409.17
230,Storm Haven Residents,C,1458,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1420,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,358,121,121,0,0,0,237,62.1,20.9,20.9,0,0,0,41.2,44.4,44.4,0,0,2019,Provo River,5834.201685,626464.0664
231,Lehi City,C,1306,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1265,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,234,61,49,9,1,2,174,17444.6,4522,3618.1,674.1,81.5,148.4,12922.5,3633.9,3023.2,610.7,0,2019,Provo River,50641.89505,61735161.25
232,Vernal City Water System,C,1262,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1040,Utah,Uintah,Uintah,7/2/2003,Vernal,150,150,93,30,26,0,0,1884.9,1884.9,1172.7,381.5,330.7,0,0,6725.5,0,0,6725.5,2019,Green River,34645.79784,11998650.87
233,Alpine Cove Water SSD,C,1400,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1448,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,207,207,207,0,0,0,0,89.2,89.2,89.2,0,0,0,0,114.6,114.6,0,0,2019,Provo River,2630.068947,345998.78
234,Center Creek Water System,C,1440,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1188,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,295,108,108,0,0,0,186,115.5,42.5,42.5,0,0,0,73,185.1,0,185.1,0,2019,Provo River,6927.021977,1474609.94
235,Charleston WCD,C,1441,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1263,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,230,230,116,39,6,68,0,132.4,132.4,66.9,22.8,3.6,39.2,0,181,90.5,90.5,0,2019,Provo River,17452.34302,7844835.746
236,Webb Well Water Users,C,827,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1152,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,247,197,197,0,0,0,51,63.8,50.6,50.6,0,0,0,13.1,136.5,136.5,0,0,2019,Salt Lake,3404.955373,581403.675
237,Daniel Municipal Water,C,1443,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1142,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,141,54,52,0,2,0,86,171.4,66,63.5,0,2.5,0,105.4,210.3,105.2,105.2,0,2019,Provo River,23508.58977,7258949.738
238,Alpine City,C,1298,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1141,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,376,60,56,1,2,1,316,4612.1,739.6,689.4,13,25.6,11.5,3872.5,5767.5,928.1,4839.4,0,2019,Provo River,27563.27975,20296152.92
239,Tridell-Lapoint WID,C,1260,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1129,Utah,Uintah,Uintah,7/3/2013,Roosevelt Duchesne,203,203,131,4,37,31,0,342.7,342.7,221.8,7.5,61.8,51.6,0,724.5,0,0,724.5,2019,Green River,65876.01526,127089445
240,Hi-Country Number 2,C,882,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1316,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,204,204,204,0,0,0,0,75.1,75.1,75.1,0,0,0,0,53,53,0,0,2019,Salt Lake,15673.60772,9395311.609
241,Bluffdale Water System,C,786,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1264,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,184,146,104,8,33,0,38,3499.6,2782,1987.1,158.4,636.5,0,717.6,0,0,0,0,2019,Salt Lake,36510.64331,26184355.86
242,Woodland South Hills Irrigation,C,1480,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1399,Utah,Wasatch,Utah Lake,4/1/2006,Woodland,71,30,30,0,0,0,40,11.5,4.9,4.9,0,0,0,6.6,28.3,28.3,0,0,2019,Provo River,5713.752071,1295515.575
243,Francis Town Water System,C,1073,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1191,Utah,Summit,Utah Lake,4/1/2007,Provo River Reservoirs,170,170,153,0,17,0,0,273.8,273.8,246.1,0.7,27,0,0,289.2,185.6,103.5,0,2019,Weber River,28107.23936,6726886.389
244,Ashley Valley Water & Sewer,C,1263,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1349,Utah,Uintah,Uintah,7/2/2003,Vernal,293,204,163,20,21,0,90,4436.3,3078.4,2457.5,306.9,314,0,1357.9,5499.2,0,3499.2,2000,2019,Green River,128792.9522,188717771.4
245,Salt Lake County Service Area No 3 - Snowbird,C,810,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11244,Utah,Salt Lake,Jordan River,3/1/2007,Little Cottonwood Creek,44,44,1,21,0,22,0,403.2,403.2,11,188.8,0,203.5,0,560,0,560,0,2019,Salt Lake,13966.33822,8693233.313
246,West Jordan City Water System,C,801,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1177,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,171,160,107,21,22,10,11,20122.2,18803.9,12629.9,2425.7,2545.9,1202.5,1318.3,3000,3000,0,0,2019,Salt Lake,47753.29867,79370391.37
247,Kamas City Water System,C,1076,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1101,Utah,Summit,Weber River,2/1/2002,Kamas Valley,196,187,136,29,23,0,8,489.7,469.2,340.8,71.4,57,0,20.5,800,167.2,632.9,0,2019,Weber River,20426.85609,9499872.83
248,Kearns Improvement District,C,793,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1017,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,126,126,87,16,12,12,0,7335.6,7335.6,5042.1,902.2,713.4,678,0,1816,1816,0,0,2019,Salt Lake,24376.5173,26389086.75
249,Park City Water System,C,1080,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1260,Utah,Summit,Weber River,2/1/2006,East Canyon,380,362,169,109,17,68,18,3623.3,3449.5,1608.5,1033.6,157.2,650.2,173.8,7013,3867,76,3070,2019,Weber River,50561.58728,45809262.98
250,Murray City Water System,C,804,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1009,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,208,194,123,46,24,0,14,8777.1,8168.9,5188.6,1952,1014.6,13.7,608.2,13958,12823,1135,0,2019,Salt Lake,27865.97632,24733290.14
251,Wooden Shoe Water Co.,C,1116,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11202,Utah,Summit,Weber River,2/1/2002,Kamas Valley,388,153,153,0,0,0,234,21.7,8.6,8.6,0,0,0,13.1,10,0,10,0,2019,Weber River,4902.715274,958955.545
252,South Salt Lake City Water System,C,811,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1339,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,149,149,66,45,19,19,0,2205,2205,974,661.9,286,283.1,0,3157,3157,0,0,2019,Salt Lake,17609.00879,9502516.718
253,Peoa Pipeline Co.,C,1082,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1156,Utah,Summit,Weber River,2/1/2002,Kamas Valley,429,429,409,0,0,20,0,52.9,52.9,50.4,0,0,2.5,0,353,0,353,0,2019,Weber River,7425.800008,3149218.08
254,Oakley Town Water System,C,1079,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1329,Utah,Summit,Weber River,2/1/2002,Kamas Valley,155,124,101,1,22,0,32,308.3,245.8,199.3,2.9,42.9,0.8,62.5,963,424,539,0,2019,Weber River,26223.97867,18315781.46
255,Mountain Regional Water SSD,C,1186,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1391,Utah,Summit,Weber River,2/1/2002,Kamas Valley,297,294,233,44,13,4,3,1797.3,1777.6,1413.2,265.7,77.4,21.2,19.8,8813,8611.2,201.8,0,2019,Weber River,121787.8968,78871379.13
256,Magna Water District,C,795,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1294,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,118,103,93,9,0,1,15,4210.9,3689.4,3312.9,320.1,6.1,50.3,521.4,4308.6,4308,0,0.6,2019,Salt Lake,28955.0821,26036558.39
257,Spring Glen Water Co.,C,819,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1916,Utah,Salt Lake,Jordan River,3/1/2003,Emigration Creek,279,279,279,0,0,0,0,10.9,10.9,10.9,0,0,0,0,28,28,0,0,2019,Salt Lake,874.1104644,41943.53
258,Summit County Service Area #3,C,1157,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1397,Utah,Summit,Weber River,2/1/2006,East Canyon,78,78,74,2,2,0,0,73.4,73.4,69.9,2,1.5,0,0,285,285,0,0,2019,Weber River,40934.91399,18562179.57
259,Bridge Hollow Water Association,C,1167,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11274,Utah,Summit,Weber River,2/1/2002,Kamas Valley,106,106,106,0,0,0,0,9.5,9.5,9.5,0,0,0,0,42,42,0,0,2019,Weber River,9111.211396,5068680.8
260,Emigration Improvement District,C,894,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10999,Utah,Salt Lake,Jordan River,3/1/2003,Emigration Creek,150,150,150,0,1,0,0,119.6,119.6,119.2,0,0.4,0,0,291,291,0,0,2019,Salt Lake,17583.72559,6807814.599
261,Wanship Mutual Water Co.,C,1086,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1057,Utah,Summit,Weber River,2/1/2002,Kamas Valley,250,103,99,3,2,0,147,98.1,40.5,38.6,1.1,0.8,0,57.6,67,46,21,0,2019,Weber River,4116.66789,787228.885
262,South Davis Water District,C,269,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1005,Utah,Davis,Weber River,2/1/2009,East Shore,194,53,45,7,1,0,141,2153.7,584.4,500,75,9.4,0,1569.3,628,468,160,0,2019,Weber River,13170.25579,4523829.809
263,North Salt Lake Water System,C,278,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1338,Utah,Davis,Weber River,2/1/2009,East Shore,225,181,92,40,4,45,44,5110.9,4118.2,2103.6,901.4,80.3,1032.9,992.8,2439,2398.7,40.4,0,2019,Weber River,32580.65328,21379072.62
264,Hoytsville Pipe Water Co.,C,1075,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1126,Utah,Summit,Weber River,2/1/2002,Kamas Valley,167,167,78,88,0,1,0,84.3,84.3,39.4,44.5,0.1,0.3,0,279,198.3,80.7,0,2019,Weber River,9281.854132,1908512.459
265,Cluff Ward Pipeline Co.,C,1070,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1355,Utah,Summit,Weber River,2/1/2002,Kamas Valley,349,89,89,0,0,0,260,74.6,19,19,0,0,0,55.6,129,0,129,0,2019,Weber River,14388.64022,4180562.829
266,Bountiful City Water System,C,275,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1060,Utah,Davis,Weber River,2/1/2009,East Shore,212,92,75,7,8,3,119,9433.3,4119.7,3339,307.2,356,117.5,5313.6,4150,1908.2,0,2241.8,2019,Weber River,38191.20985,30364605.78
267,Greendale Water Co.,C,232,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1344,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,0,24.1,47.2,2019,Green River,12790.54615,8746664.546
268,Woods Cross City Water System,C,280,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1364,Utah,Davis,Weber River,2/1/2009,East Shore,186,66,35,25,4,1,120,2393.9,847.6,455.8,324.1,50.4,17.3,1546.3,1529,1529,0,0,2019,Weber River,17429.68267,9319982.77
269,West Bountiful City Water System,C,274,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1059,Utah,Davis,Weber River,2/1/2009,East Shore,348,138,89,34,8,7,210,2245.9,890,570.8,221,52.2,46,1355.9,514,514,0,0,2019,Weber River,18219.57462,8099545.089
270,Coalville City Water System,C,1071,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1151,Utah,Summit,Weber River,2/1/2003,Chalk Creek,179,179,79,7,93,1,0,317.2,317.2,139.8,11.9,164.5,1.1,0,502,179.2,322.8,0,2019,Weber River,17027.64302,9701561.712
271,Centerville City Water System,C,261,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1090,Utah,Davis,Weber River,2/1/2009,East Shore,227,67,50,16,1,0,160,4413.4,1301.5,968.8,309.8,22.9,0.1,3111.9,1748,1748,0,0,2019,Weber River,19010.7076,11303081.53
272,Dutch John Town Water System,C,229,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11144,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,416,416,150,112,78,77,0,72.3,72.3,26,19.4,13.5,13.4,0,645,0,0,645,2019,Green River,28025.26032,24977615.45
273,Echo Mutual Water System,C,1072,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1233,Utah,Summit,Weber River,2/1/2004,Echo,68,68,46,22,0,0,0,4.5,4.5,3.1,1.5,0,0,0,29.1,0,29.1,0,2019,Weber River,7431.689166,2490253.525
274,Manila Town Water System,C,231,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1173,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,201,201,171,26,4,0,0,157.6,157.6,134.1,20.6,2.9,0,0,717.5,717.5,0,0,2019,Green River,21722.5906,18980891.34
275,Dominion Energy - Clay Basin Camp,C,253,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1906,Utah,Daggett,Uintah,7/1/2006,Crouse Creek,152,152,122,0,0,30,0,6.3,6.3,5,0,0,1.3,0,26.5,11.3,15.2,0,2019,Green River,15930.01176,6708068.92
276,Richville,C,720,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1380,Utah,Morgan,Weber River,2/1/2007,Morgan,323,83,69,0,0,14,240,84.9,21.8,18.1,0,0,3.7,63.1,64.6,0,64.6,0,2019,Weber River,5062.186846,850981.75
277,Henefer Town Water System,C,1074,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1214,Utah,Summit,Weber River,2/1/2004,Echo,178,156,155,0,1,0,22,187,164,162.9,0,1.1,0,23,220,0,220,0,2019,Weber River,8577.317164,2379558.485
278,South Robinson Spring Water Users,C,726,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1011,Utah,Morgan,Weber River,2/1/2007,Morgan,417,417,417,0,0,0,0,16.3,16.3,16.3,0,0,0,0,27,0,27,0,2019,Weber River,1002.726133,53778.59
279,Morgan City Water System,C,716,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1170,Utah,Morgan,Weber River,2/1/2007,Morgan,115,106,60,28,8,9,9,538.9,495.2,281.5,132,38,43.7,43.7,1191,852,339.1,0,2019,Weber River,16034.32722,7637027.77
280,Fruit Heights City Water System,C,276,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1032,Utah,Davis,Weber River,2/1/2009,East Shore,260,53,47,6,0,0,207,1807.8,371,325.7,43.8,1.6,0,1436.8,541,541,0,0,2019,Weber River,14089.78508,6063976.311
281,Croydon Pipeline Corp.,C,709,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10931,Utah,Morgan,Weber River,2/1/2005,Lost Creek,505,94,84,0,9,2,411,53.7,10,8.9,0,0.9,0.2,43.7,63,8.1,54.9,0,2019,Weber River,2231.850258,210899.92
282,Central Enterprise Water Co.,C,712,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1150,Utah,Morgan,Weber River,2/1/2007,Morgan,252,187,176,0,11,0,66,120.1,88.9,83.7,0,5.1,0,31.2,83,83,0,0,2019,Weber River,3714.582762,606327.435
283,Syracuse City Water System,C,272,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1082,Utah,Davis,Weber River,2/1/2009,East Shore,362,51,47,3,0,0,311,12319.7,1735.2,1611.2,103.9,16.2,3.9,10584.5,1947,1947,0,0,2019,Weber River,30633.34763,40194621.96
284,Peterson Pipeline Assoc.,C,718,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1243,Utah,Morgan,Weber River,2/1/2007,Morgan,111,111,109,1,1,1,0,61.1,61.1,59.8,0.4,0.5,0.4,0,144,144,0,0,2019,Weber River,10319.56502,5041269.765
285,Clearfield City Water System,C,262,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1180,Utah,Davis,Weber River,2/1/2009,East Shore,134,127,90,20,6,10,8,4648.5,4375.1,3109.3,695.1,210.5,360.3,273.4,1424,1424,0,0,2019,Weber River,24398.28104,18619762.98
286,Layton City Water System,C,277,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1092,Utah,Davis,Weber River,2/1/2009,East Shore,174,125,90,23,6,6,49,16003.6,11464.1,8305.4,2112,518.6,528.1,4539.5,7557,7557,0,0,2019,Weber River,62806.79084,58709371.14
287,Uintah Town Water System,C,1654,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1079,Utah,Weber,Weber River,2/1/2009,East Shore,346,185,159,23,3,1,161,531.5,284.5,244,34.8,4.7,0.9,247,0,0,0,0,2019,Weber River,12585.39674,3776530.703
288,South Weber Water System,C,270,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1340,Utah,Davis,Weber River,2/1/2009,East Shore,261,55,48,1,1,6,206,2113.3,448.3,387.3,4.3,8.6,48.1,1664.9,180.8,180.8,0,0,2019,Weber River,24557.32601,12191898.23
289,Sunset City Water System,C,271,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1041,Utah,Davis,Weber River,2/1/2009,East Shore,99,99,80,6,12,0,0,649.2,649.2,528.2,42.4,78.6,0,0,0,0,0,0,2019,Weber River,8697.166717,3815875.023
290,Clinton City Water System,C,263,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1181,Utah,Davis,Weber River,2/1/2009,East Shore,224,56,51,5,0,0,168,5293,1317.2,1199.9,115.5,1.8,0,3975.8,415,415,0,0,2019,Weber River,18914.66934,15222823.87
291,Uintah Highlands Improvement District,C,1655,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1336,Utah,Weber,Weber River,2/1/2009,East Shore,565,95,67,26,1,0,470,1609.9,270.7,191.8,74.8,4.1,0,1339.2,89,0,89,0,2019,Weber River,13551.37668,4417243.031
292,Hill Air Force Base,C,283,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1122,Utah,Davis,Weber River,2/1/2009,East Shore,3255,2612,95,0,2517,0,643,2078.3,1668,60.7,0,1607.4,0,410.3,1475,1475,0,0,2019,Weber River,22482.7663,23014582.13
293,Highland Subdivision (Morgan),C,713,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1118,Utah,Morgan,Weber River,2/1/2007,Morgan,140,140,128,8,4,0,0,206.3,206.3,189.1,11.8,5.4,0,0,287,0,287,0,2019,Weber River,23500.72393,17066857.76
294,Washington Terrace City Water System,C,1656,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1299,Utah,Weber,Weber River,2/1/2009,East Shore,175,58,45,4,9,0,117,1817.4,600.4,467.5,40,92.8,0,1217,0,0,0,0,2019,Weber River,13391.03329,5162629.5
295,South Ogden City Water System,C,1652,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1098,Utah,Weber,Weber River,2/1/2009,East Shore,194,59,46,12,1,0,135,4011.8,1217.8,948.6,256.8,12.5,0,2794,1127,339,0,788,2019,Weber River,21424.84574,10126339.79
296,Riverdale City Water System,C,1650,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1001,Utah,Weber,Weber River,2/1/2009,East Shore,205,188,134,43,11,0,17,2193.8,2011.1,1432.3,464.3,113.5,1,182.8,1333,1333,0,0,2019,Weber River,20017.36699,11851021.29
